        Time         Position             x_Na             x_Cl            x_H2O          Flux_Na          Flux_Cl         Flux_H2O              Phi
       hours               ξ                                                                                                                  Volts
     0.00000   5.60000000E-02   1.00000000E+00   1.00000000E+00   5.35000000E+01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   6.00000000E-02   1.00000000E+00   1.00000000E+00   5.35000000E+01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   6.40000000E-02   1.00000000E+00   1.00000000E+00   5.35000000E+01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   6.80000000E-02   1.00000000E+00   1.00000000E+00   5.35000000E+01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   7.20000000E-02   1.00000000E+00   1.00000000E+00   5.35000000E+01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   7.60000000E-02   1.00000000E+00   1.00000000E+00   5.35000000E+01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   8.00000000E-02   1.00000000E+00   1.00000000E+00   5.35000000E+01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   8.40000000E-02   1.00000000E+00   1.00000000E+00   5.35000000E+01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   8.80000000E-02   1.00000000E+00   1.00000000E+00   5.35000000E+01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   9.20000000E-02   1.00000000E+00   1.00000000E+00   5.35000000E+01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   9.60000000E-02   1.00000000E+00   1.00000000E+00   5.35000000E+01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   1.00000000E-01   1.00000000E+00   1.00000000E+00   5.35000000E+01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   1.04000000E-01   1.00000000E+00   1.00000000E+00   5.35000000E+01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   1.08000000E-01   1.00000000E+00   1.00000000E+00   5.35000000E+01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   1.12000000E-01   1.00000000E+00   1.00000000E+00   5.35000000E+01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   1.16000000E-01   1.00000000E+00   1.00000000E+00   5.35000000E+01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   1.20000000E-01   1.00000000E+00   1.00000000E+00   5.35000000E+01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   1.24000000E-01   1.00000000E+00   1.00000000E+00   5.35000000E+01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   1.28000000E-01   1.00000000E+00   1.00000000E+00   5.35000000E+01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   1.32000000E-01   1.00000000E+00   1.00000000E+00   5.35000000E+01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   1.36000000E-01   1.00000000E+00   1.00000000E+00   5.35000000E+01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   1.40000000E-01   1.00000000E+00   1.00000000E+00   5.35000000E+01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   1.44000000E-01   1.00000000E+00   1.00000000E+00   5.35000000E+01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   1.48000000E-01   1.00000000E+00   1.00000000E+00   5.35000000E+01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   1.52000000E-01   1.00000000E+00   1.00000000E+00   5.35000000E+01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   1.56000000E-01   1.00000000E+00   1.00000000E+00   5.35000000E+01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   1.60000000E-01   1.00000000E+00   1.00000000E+00   5.35000000E+01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   1.64000000E-01   1.00000000E+00   1.00000000E+00   5.35000000E+01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   1.68000000E-01   1.00000000E+00   1.00000000E+00   5.35000000E+01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   1.72000000E-01   1.00000000E+00   1.00000000E+00   5.35000000E+01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   1.76000000E-01   1.00000000E+00   1.00000000E+00   5.35000000E+01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   1.80000000E-01   1.00000000E+00   1.00000000E+00   5.35000000E+01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   1.84000000E-01   1.00000000E+00   1.00000000E+00   5.35000000E+01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   1.88000000E-01   1.00000000E+00   1.00000000E+00   5.35000000E+01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   1.92000000E-01   1.00000000E+00   1.00000000E+00   5.35000000E+01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   1.96000000E-01   1.00000000E+00   1.00000000E+00   5.35000000E+01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   2.00000000E-01   1.00000000E+00   1.00000000E+00   5.35000000E+01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   2.04000000E-01   1.00000000E+00   1.00000000E+00   5.35000000E+01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   2.08000000E-01   1.00000000E+00   1.00000000E+00   5.35000000E+01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   2.12000000E-01   1.00000000E+00   1.00000000E+00   5.35000000E+01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   2.16000000E-01   1.00000000E+00   1.00000000E+00   5.35000000E+01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   2.20000000E-01   1.00000000E+00   1.00000000E+00   5.35000000E+01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   2.24000000E-01   1.00000000E+00   1.00000000E+00   5.35000000E+01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   2.28000000E-01   1.00000000E+00   1.00000000E+00   5.35000000E+01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   2.32000000E-01   1.00000000E+00   1.00000000E+00   5.35000000E+01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   2.36000000E-01   1.00000000E+00   1.00000000E+00   5.35000000E+01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   2.40000000E-01   1.00000000E+00   1.00000000E+00   5.35000000E+01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   2.44000000E-01   1.00000000E+00   1.00000000E+00   5.35000000E+01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   2.48000000E-01   1.00000000E+00   1.00000000E+00   5.35000000E+01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   2.52000000E-01   1.00000000E+00   1.00000000E+00   5.35000000E+01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   2.56000000E-01   1.00000000E+00   1.00000000E+00   5.35000000E+01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   2.60000000E-01   1.00000000E+00   1.00000000E+00   5.35000000E+01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   2.64000000E-01   1.00000000E+00   1.00000000E+00   5.35000000E+01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   2.68000000E-01   1.00000000E+00   1.00000000E+00   5.35000000E+01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   2.72000000E-01   1.00000000E+00   1.00000000E+00   5.35000000E+01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   2.76000000E-01   1.00000000E+00   1.00000000E+00   5.35000000E+01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   2.80000000E-01   1.00000000E+00   1.00000000E+00   5.35000000E+01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   2.84000000E-01   1.00000000E+00   1.00000000E+00   5.35000000E+01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   2.88000000E-01   1.00000000E+00   1.00000000E+00   5.35000000E+01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   2.92000000E-01   1.00000000E+00   1.00000000E+00   5.35000000E+01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   2.96000000E-01   1.00000000E+00   1.00000000E+00   5.35000000E+01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   3.00000000E-01   1.00000000E+00   1.00000000E+00   5.35000000E+01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   3.04000000E-01   1.00000000E+00   1.00000000E+00   5.35000000E+01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   3.08000000E-01   1.00000000E+00   1.00000000E+00   5.35000000E+01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   3.12000000E-01   1.00000000E+00   1.00000000E+00   5.35000000E+01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   3.16000000E-01   1.00000000E+00   1.00000000E+00   5.35000000E+01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   3.20000000E-01   1.00000000E+00   1.00000000E+00   5.35000000E+01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   3.24000000E-01   1.00000000E+00   1.00000000E+00   5.35000000E+01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   3.28000000E-01   1.00000000E+00   1.00000000E+00   5.35000000E+01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   3.32000000E-01   1.00000000E+00   1.00000000E+00   5.35000000E+01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   3.36000000E-01   1.00000000E+00   1.00000000E+00   5.35000000E+01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   3.40000000E-01   1.00000000E+00   1.00000000E+00   5.35000000E+01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   3.44000000E-01   1.00000000E+00   1.00000000E+00   5.35000000E+01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   3.48000000E-01   1.00000000E+00   1.00000000E+00   5.35000000E+01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   3.52000000E-01   1.00000000E+00   1.00000000E+00   5.35000000E+01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   3.56000000E-01   1.00000000E+00   1.00000000E+00   5.35000000E+01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   3.60000000E-01   1.00000000E+00   1.00000000E+00   5.35000000E+01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   3.64000000E-01   1.00000000E+00   1.00000000E+00   5.35000000E+01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   3.68000000E-01   1.00000000E+00   1.00000000E+00   5.35000000E+01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   3.72000000E-01   1.00000000E+00   1.00000000E+00   5.35000000E+01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   3.76000000E-01   1.00000000E+00   1.00000000E+00   5.35000000E+01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   3.80000000E-01   1.00000000E+00   1.00000000E+00   5.35000000E+01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   3.84000000E-01   1.00000000E+00   1.00000000E+00   5.35000000E+01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   3.88000000E-01   1.00000000E+00   1.00000000E+00   5.35000000E+01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   3.92000000E-01   1.00000000E+00   1.00000000E+00   5.35000000E+01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   3.96000000E-01   1.00000000E+00   1.00000000E+00   5.35000000E+01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   4.00000000E-01   1.00000000E+00   1.00000000E+00   5.35000000E+01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   4.04000000E-01   1.00000000E+00   1.00000000E+00   5.35000000E+01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   4.08000000E-01   1.00000000E+00   1.00000000E+00   5.35000000E+01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   4.12000000E-01   1.00000000E+00   1.00000000E+00   5.35000000E+01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   4.16000000E-01   1.00000000E+00   1.00000000E+00   5.35000000E+01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   4.20000000E-01   1.00000000E+00   1.00000000E+00   5.35000000E+01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   4.24000000E-01   1.00000000E+00   1.00000000E+00   5.35000000E+01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   4.28000000E-01   1.00000000E+00   1.00000000E+00   5.35000000E+01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   4.32000000E-01   1.00000000E+00   1.00000000E+00   5.35000000E+01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   4.36000000E-01   1.00000000E+00   1.00000000E+00   5.35000000E+01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   4.40000000E-01   1.00000000E+00   1.00000000E+00   5.35000000E+01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   4.44000000E-01   1.00000000E+00   1.00000000E+00   5.35000000E+01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   4.48000000E-01   1.00000000E+00   1.00000000E+00   5.35000000E+01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   4.52000000E-01   1.00000000E+00   1.00000000E+00   5.35000000E+01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   4.56000000E-01   1.00000000E+00   1.00000000E+00   5.35000000E+01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   4.60000000E-01   1.00000000E+00   1.00000000E+00   5.35000000E+01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   4.64000000E-01   1.00000000E+00   1.00000000E+00   5.35000000E+01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   4.68000000E-01   1.00000000E+00   1.00000000E+00   5.35000000E+01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   4.72000000E-01   1.00000000E+00   1.00000000E+00   5.35000000E+01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   4.76000000E-01   1.00000000E+00   1.00000000E+00   5.35000000E+01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   4.80000000E-01   1.00000000E+00   1.00000000E+00   5.35000000E+01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   4.84000000E-01   1.00000000E+00   1.00000000E+00   5.35000000E+01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   4.88000000E-01   1.00000000E+00   1.00000000E+00   5.35000000E+01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   4.92000000E-01   1.00000000E+00   1.00000000E+00   5.35000000E+01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   4.96000000E-01   1.00000000E+00   1.00000000E+00   5.35000000E+01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   5.00000000E-01   1.00000000E+00   1.00000000E+00   5.35000000E+01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   5.04000000E-01   1.00000000E+00   1.00000000E+00   5.35000000E+01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   5.08000000E-01   1.00000000E+00   1.00000000E+00   5.35000000E+01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   5.12000000E-01   1.00000000E+00   1.00000000E+00   5.35000000E+01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   5.16000000E-01   1.00000000E+00   1.00000000E+00   5.35000000E+01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   5.20000000E-01   1.00000000E+00   1.00000000E+00   5.35000000E+01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   5.24000000E-01   1.00000000E+00   1.00000000E+00   5.35000000E+01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   5.28000000E-01   1.00000000E+00   1.00000000E+00   5.35000000E+01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   5.32000000E-01   1.00000000E+00   1.00000000E+00   5.35000000E+01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   5.36000000E-01   1.00000000E+00   1.00000000E+00   5.35000000E+01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   5.40000000E-01   1.00000000E+00   1.00000000E+00   5.35000000E+01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   5.44000000E-01   1.00000000E+00   1.00000000E+00   5.35000000E+01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   5.48000000E-01   1.00000000E+00   1.00000000E+00   5.35000000E+01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   5.52000000E-01   1.00000000E+00   1.00000000E+00   5.35000000E+01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   5.56000000E-01   1.00000000E+00   1.00000000E+00   5.35000000E+01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   5.60000000E-01   1.00000000E+00   1.00000000E+00   5.35000000E+01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   5.64000000E-01   1.00000000E+00   1.00000000E+00   5.35000000E+01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   5.68000000E-01   1.00000000E+00   1.00000000E+00   5.35000000E+01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   5.72000000E-01   1.00000000E+00   1.00000000E+00   5.35000000E+01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   5.76000000E-01   1.00000000E+00   1.00000000E+00   5.35000000E+01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   5.80000000E-01   1.00000000E+00   1.00000000E+00   5.35000000E+01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   5.84000000E-01   1.00000000E+00   1.00000000E+00   5.35000000E+01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   5.88000000E-01   1.00000000E+00   1.00000000E+00   5.35000000E+01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   5.92000000E-01   1.00000000E+00   1.00000000E+00   5.35000000E+01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   5.96000000E-01   1.00000000E+00   1.00000000E+00   5.35000000E+01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   6.00000000E-01   1.00000000E+00   1.00000000E+00   5.35000000E+01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   6.04000000E-01   1.00000000E+00   1.00000000E+00   5.35000000E+01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   6.08000000E-01   1.00000000E+00   1.00000000E+00   5.35000000E+01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   6.12000000E-01   1.00000000E+00   1.00000000E+00   5.35000000E+01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   6.16000000E-01   1.00000000E+00   1.00000000E+00   5.35000000E+01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   6.20000000E-01   1.00000000E+00   1.00000000E+00   5.35000000E+01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   6.24000000E-01   1.00000000E+00   1.00000000E+00   5.35000000E+01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   6.28000000E-01   1.00000000E+00   1.00000000E+00   5.35000000E+01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   6.32000000E-01   1.00000000E+00   1.00000000E+00   5.35000000E+01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   6.36000000E-01   1.00000000E+00   1.00000000E+00   5.35000000E+01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   6.40000000E-01   1.00000000E+00   1.00000000E+00   5.35000000E+01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   6.44000000E-01   1.00000000E+00   1.00000000E+00   5.35000000E+01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   6.48000000E-01   1.00000000E+00   1.00000000E+00   5.35000000E+01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   6.52000000E-01   1.00000000E+00   1.00000000E+00   5.35000000E+01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   6.56000000E-01   1.00000000E+00   1.00000000E+00   5.35000000E+01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   6.60000000E-01   1.00000000E+00   1.00000000E+00   5.35000000E+01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   6.64000000E-01   1.00000000E+00   1.00000000E+00   5.35000000E+01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   6.68000000E-01   1.00000000E+00   1.00000000E+00   5.35000000E+01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   6.72000000E-01   1.00000000E+00   1.00000000E+00   5.35000000E+01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   6.76000000E-01   1.00000000E+00   1.00000000E+00   5.35000000E+01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   6.80000000E-01   1.00000000E+00   1.00000000E+00   5.35000000E+01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   6.84000000E-01   1.00000000E+00   1.00000000E+00   5.35000000E+01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   6.88000000E-01   1.00000000E+00   1.00000000E+00   5.35000000E+01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   6.92000000E-01   1.00000000E+00   1.00000000E+00   5.35000000E+01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   6.96000000E-01   1.00000000E+00   1.00000000E+00   5.35000000E+01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   7.00000000E-01   1.00000000E+00   1.00000000E+00   5.35000000E+01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
     0.00000   7.04000000E-01   1.00000000E+00   1.00000000E+00   5.35000000E+01   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
